2 110.047 172.765 273.929
2 110.035 172.25 279.418
2 110.032 170.924 288.637
2 110.037 169.923 294.304
2 95.0435 140.162 235.174
2 95.0348 140.571 236.046
2 110.047 172.765 273.929
2 110.032 172.667 276.763
2 110.023 172.214 282.476
2 110.018 171.817 288.253
2 95.0152 141.362 231.707
2 95.0048 141.436 232.624
2 110.047 172.765 273.929
2 110.029 172.969 274.706
2 110.018 172.91 278.649
2 110.009 173.129 284.783
2 95.0007 142.851 231.077
2 94.9892 143.075 234.623
2 110.047 172.765 273.929
2 110.028 173.204 273.035
2 110.014 173.383 275.909
2 95.0039 143.057 224.635
2 94.993 144.232 232.347
2 79.9822 113.056 177.831
2 110.047 172.765 273.929
2 110.033 172.2 279.613
2 110.028 170.816 288.587
2 110.032 169.697 293.738
2 110.035 169.932 295.474
2 110.027 170.225 296.451
2 110.047 172.765 273.929
2 110.03 172.613 277.017
2 110.021 172.133 282.733
2 110.015 171.71 288.298
2 110.009 171.722 291.983
2 109.999 171.91 293.648
2 110.047 172.765 273.929
2 110.028 172.911 275.013
2 110.015 172.813 279.181
2 110.006 173.06 285.539
2 109.996 174.041 292.297
2 94.9863 143.496 235.5
2 110.047 172.765 273.929
2 110.026 173.139 273.392
2 110.012 173.26 276.707
2 110 174.087 284.308
2 94.9906 144.991 233.909
2 79.9799 115.183 184.607
2 110.047 172.765 273.929
2 110.032 172.158 279.788
2 110.026 170.736 288.606
2 110.029 169.566 293.433
2 110.032 169.81 294.852
2 110.026 170.056 295.895
2 110.047 172.765 273.929
2 110.029 172.569 277.241
2 110.019 172.063 283.042
2 110.012 171.619 288.483
2 110.007 171.624 292.045
2 109.998 171.765 293.677
2 110.047 172.765 273.929
2 110.027 172.862 275.279
2 110.014 172.734 279.64
2 110.004 172.986 286.069
2 109.995 174.134 292.756
2 94.9852 143.547 236.142
2 110.047 172.765 273.929
2 110.025 173.085 273.698
2 110.01 173.169 277.341
2 109.999 174.13 285.188
2 94.9893 145.653 234.741
2 94.9781 151.679 263.389
2 110.047 172.765 273.929
2 110.031 172.123 279.964
2 125.021 200.831 348.224
2 125.021 199.344 353.932
2 110.031 169.713 294.409
2 110.025 170.035 295.648
2 110.047 172.765 273.929
2 110.028 172.53 277.44
2 125.015 202.496 341.558
2 110.011 171.534 288.64
2 110.005 171.451 291.872
2 109.997 171.698 293.683
2 110.047 172.765 273.929
2 110.026 172.82 275.513
2 125.011 203.329 337.559
2 110.003 172.941 286.553
2 109.994 173.944 292.547
2 109.983 174.736 298.103
2 110.047 172.765 273.929
2 110.024 173.039 273.964
2 110.009 173.099 277.851
2 109.998 174.141 285.792
2 109.988 178.249 297.783
2 94.9777 154.977 272.728
2 110.047 172.765 273.929
2 110.028 172.534 277.979
2 110.018 171.135 288.283
2 110.015 169.848 295.767
2 95.0105 140.154 237.516
2 94.9849 140.844 240.071
2 110.047 172.765 273.929
2 110.025 173.058 274.71
2 110.01 173.109 279.33
2 109.996 173.266 286.896
2 94.9822 143.636 234.634
2 94.9549 151.524 251.99
2 110.047 172.765 273.929
2 110.023 173.46 272.064
2 110.004 174.71 271.514
2 109.987 182.001 270.361
3 9.99859 10.0008 9.99416
3 9.97689 9.95721 9.90887
2 110.047 172.765 273.929
2 110.021 173.787 269.824
2 110 176.516 262.763
3 10.0095 10.0214 10.0364
3 9.99081 9.98433 9.96361
3 9.97027 9.94266 9.88251
2 110.047 172.765 273.929
2 110.027 172.492 278.132
2 110.015 171.021 288.179
2 110.01 169.537 295.129
2 110.001 169.828 298.372
2 109.977 170.285 301.53
